path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,54319528,15569796447367,1157,17166,17166,3449
1,55157192,15646718137210,1121,15721,15721,3546
