path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,4129449,150291406584,1054,7900,8290,729,4121121
1,4064265,150734084891,1018,9123,9550,785,4083843
