path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,4210582,145165750365,1039,7852,8631,611,4187571
1,4137238,172326115987,999,8517,9278,662,4161872
