path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,4171281,162013241753,1001,7680,8397,663,4188911
1,4153146,151712820232,1030,8831,9546,719,4148878
