path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,57576443,26904803828238,1137,18701,18744,4226
1,56739969,31482941694711,1148,14092,14092,2931
