path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,69033474,20505540107742,1139,14463,15893,3032
1,69282790,26464127832268,1129,15106,16488,3256
