path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3250238,95495783744,1093,7806,7806,400,3263414
1,3252137,95634256502,1181,8649,8649,573,3254728
