path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage,sentPacketsOnLink
0,3371434,92551992129,1113,9574,9574,632,3376140,9578
1,3359726,92993978041,1175,6877,6877,437,3361157,6873
