path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,62684027,14844244159708,1205,13423,13448,2729
1,60969905,17525265601592,1243,17130,17130,3564
