path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3354851,114097887067,1016,9038,9038,614,3360479
1,3249600,120187077772,1004,9518,9518,597,3253141
