path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,1743735,4226447615211,1264,7862,7874,2069
1,2250294,5106999569220,1215,14631,14886,4967
