path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3883832,122351130092,1015,8723,8912,753,3873240
1,3781001,130183076206,1007,9407,9514,687,3793753
