path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,62946244,20416862232024,1203,13399,13427,2805
1,61631299,22148739200329,1245,17129,17129,3448
