path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,55601873,15102376625106,1159,17122,17122,3323
1,56183740,15754736030918,1120,15757,15757,3392
