path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,1860953,4138127099312,1291,9484,9546,2296
1,2176076,5383347706708,1200,9492,9773,3157
