path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,56368597,16859737954648,1071,14740,14740,2494
1,57853939,15092357556952,1199,18095,18095,4259
