path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,67260694,21324777250109,1142,15187,15889,3731
1,67718557,28175645963352,1134,15637,16642,3636
