path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage,sentPacketsOnLink
0,2834685,101965954663,1026,9085,9182,634,2831240,9170
1,2813719,107452799123,1017,9072,9159,624,2826369,9171
