path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage,sentPacketsOnLink
0,4494005,129729573732,1156,7420,8163,416,4498782,8165
1,4460593,130174240171,1125,7258,7947,385,4478025,7945
