path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,68142431,63362796657242,1142,14057,15275,2769
1,67630296,73342021470257,1125,15649,17218,3686
