path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,55166056,14918828402056,1160,17124,17124,3315
1,55849053,16182153775976,1120,15739,15739,3460
