path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3259622,93935859909,972,9754,9754,680,3270100
1,3230131,95493724376,1038,8920,8920,577,3224953
