path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage,sentPacketsOnLink
0,4356903,128116911804,1114,8419,8784,715,4371582,8781
1,4284727,110850504949,1184,7244,7437,545,4273637,7440
