path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,2242547,3127825296518,1295,15505,15539,3411
1,2872661,4584050401608,1320,9734,9828,3736
