packet_size,cdf
59,0.00039220194342825073
60,0.007704635525277519
61,0.008229218628656021
62,0.0084268800855562
63,0.008719471057941335
64,0.02517478734488127
65,0.02660757282654323
66,0.027060113530498902
67,0.02756206959867962
68,0.028254404859558935
69,0.02987574896786909
70,0.030361580022460585
71,0.03158838145956341
72,0.03660872238396362
73,0.03684955726434463
74,0.03730287821089333
75,0.03756816069252252
76,0.03808364096564904
77,0.038403280347925776
78,0.038605623260384116
79,0.038929423936490334
80,0.0417031863547014
81,0.04206573907959463
82,0.042627773827438424
83,0.043162760165390626
84,0.04352999434584201
85,0.043925057178778024
86,0.047654876854311544
87,0.04781976812230459
88,0.04853473041838168
89,0.04889104120253069
90,0.04906139416867492
91,0.04960496317515042
92,0.050351135174948596
93,0.05466171542055856
94,0.054859116796594394
95,0.05509475005968856
96,0.05575353488906771
97,0.055976424189809096
98,0.056119988826926065
99,0.05648358187527666
100,0.05716915503368307
101,0.05837436975904548
102,0.058552525151119986
103,0.05873718256480305
104,0.058908835935268994
105,0.05944460251581422
106,0.060346042791624775
107,0.0604911679139278
108,0.06075749071901436
109,0.06355726122365966
110,0.06441058653956688
111,0.06491722406330576
112,0.0666771912723104
113,0.06676535868532243
114,0.06684260270203211
115,0.06730034502327463
116,0.06748656292214375
117,0.06773884136055583
118,0.06783012974393998
119,0.06798331737303763
120,0.06906265296005834
121,0.06920881840581873
122,0.06938931452567232
123,0.069466558542382
124,0.06969152849003812
125,0.07175501006773026
126,0.07229493794210495
127,0.07235813759214015
128,0.07246555098911353
129,0.0725672426070714
130,0.07264734751328883
131,0.07270820643554494
132,0.07317401126358207
133,0.0732411121265824
134,0.0733204367902068
135,0.07337661425690475
136,0.0741667399227768
137,0.07434593563830866
138,0.07443592361737111
139,0.07451680876618158
140,0.07500055917385834
141,0.07539120063210053
142,0.07641565915674502
143,0.07651006851050128
144,0.07661618150315296
145,0.0767220344149403
146,0.07695090557556156
147,0.07728614980969883
148,0.0774843314283277
149,0.07759902708950267
150,0.07771372275067764
151,0.07783101922049604
152,0.07817588644661398
153,0.07945834518868607
154,0.07958500456962078
155,0.07979488982714505
156,0.08003000292851054
157,0.08027890031568616
158,0.08041310204168681
159,0.08051453357878031
160,0.08156994172628154
161,0.08166565148435952
162,0.08181311733444162
163,0.08191194806289172
164,0.08206435544939633
165,0.08216292609698207
166,0.08315305394753336
167,0.08323133828770041
168,0.08361105634964024
169,0.08370416529907479
170,0.08401600225542126
171,0.08413121807832491
172,0.0842760831197636
173,0.08454240592485016
174,0.08487973080590216
175,0.08494189013247999
176,0.08503005754549205
177,0.08511120277516686
178,0.08539703164507909
179,0.08549456196920746
180,0.0856004148809948
181,0.08566023347979354
182,0.08573357628353807
183,0.08578429205208483
184,0.08593982040896156
185,0.08604853421025666
186,0.08614502421092766
187,0.08620796378009851
188,0.08629509086965319
189,0.08668105087233723
190,0.08676531707238415
191,0.08687507119713661
192,0.08707169233057942
193,0.08751513020428311
194,0.08771383198464067
195,0.0877655880766448
196,0.08786363856250186
197,0.08793516080019599
198,0.08973882159441013
199,0.08995806976305072
200,0.0901133380390631
201,0.09095339923088887
202,0.09107485699453674
203,0.0911255727630835
204,0.09130684912553011
205,0.0929307940424837
206,0.0929934735307902
207,0.09305225180613157
208,0.09313001598456992
209,0.0932004978988067
210,0.0933651290859354
211,0.09360882485582417
212,0.09369309105587109
213,0.09376877458739472
214,0.09382287140717792
215,0.09389127267449995
216,0.09420753100554025
217,0.09431052302781981
218,0.0944111743223203
219,0.09447775502359193
220,0.09456072081931714
221,0.09480389642747723
222,0.09510298942147093
223,0.09523485041969248
224,0.09536359044754195
225,0.09542939090622056
226,0.09550507443774418
227,0.09555865109579871
228,0.09563953624460918
229,0.095730564547129
230,0.09581249001939683
231,0.09586918764782346
232,0.09622471818937944
233,0.09628531703077121
234,0.09632979085857375
235,0.09637998646539182
236,0.09648922042841561
237,0.0966489100791218
238,0.09672745450015319
239,0.09678831342240929
240,0.09776829811925124
241,0.09783513890138722
242,0.09789677806623635
243,0.09795009464342654
244,0.09802837898359358
245,0.09814489521081894
246,0.098204193647889
247,0.09827389531953275
248,0.09840601639861866
249,0.09846661524001042
250,0.09853449634560378
251,0.09864867184505006
252,0.09871993400187987
253,0.09885933734516736
254,0.09909835165949797
255,0.09916779325027737
256,0.09935219058309609
257,0.09942683379116235
258,0.0995137007998527
259,0.09961253152830278
260,0.09971110217588852
261,0.09976337842962134
262,0.09985570713646287
263,0.09991656605871897
264,0.10000707419951012
265,0.10021305824406924
266,0.10026325385088732
267,0.10031136881079065
268,0.10042632455282996
269,0.1010260710260034
270,0.10109135132295333
271,0.10114466790014351
272,0.10123075466624083
273,0.10132230313048933
274,0.10141645240338126
275,0.1014676883336567
276,0.10153843032875781
277,0.10159720860409918
278,0.10166144857759174
279,0.10171320466959587
280,0.10185234793201903
281,0.1019142471777325
282,0.10196262221850018
283,0.10238265281441306
284,0.10249578799040197
285,0.10258967718242956
286,0.10265703812629423
287,0.10270177203496111
288,0.10279800195476778
289,0.10285209877455098
290,0.10297407669992754
291,0.1030216714981022
292,0.10308773203764514
293,0.10317824017843628
294,0.10323493780686291
295,0.10330906085320048
296,0.1034388412045073
297,0.10364560549165946
298,0.10391686983316853
299,0.10399853522457203
300,0.10413195670797964
301,0.10439385813837239
302,0.1044867070069426
303,0.10456889256007477
304,0.10467760636136987
305,0.10476863466388969
306,0.10492884447632458
307,0.10503807843934836
308,0.10528879639257438
309,0.10537670372472209
310,0.10552338933221117
311,0.10563730475079312
312,0.10596604696332183
313,0.10614654308317542
314,0.10666930562050353
315,0.10690675944964809
316,0.1071691810417695
317,0.10743498368512738
318,0.1076157398858453
319,0.1079793329341959
320,0.10839000061899245
321,0.10852758339622956
322,0.1086974162006451
323,0.10883109776491706
324,0.10894319261744861
325,0.10905840844035228
326,0.10915203755151552
327,0.10924618682440744
328,0.10944098739179986
329,0.10955776369988957
330,0.10966465693513427
331,0.10997779429580246
332,0.11012161901378377
333,0.11021264731630359
334,0.11030341553795907
335,0.11037753858429664
336,0.11053904880105322
337,0.11064100049987542
338,0.1108589482641943
339,0.11090784346669066
340,0.11153671899667045
341,0.11160902147695761
342,0.11172189657208219
343,0.11180096115484227
344,0.11202515085990536
345,0.11210135455315767
346,0.11216377396059983
347,0.11221266916309619
348,0.11227794946004611
349,0.1123484313742829
350,0.11244076008112443
351,0.1124977177904154
352,0.1125739214836677
