path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage,sentPacketsOnLink
0,2884360,86638725840,1016,9269,9269,608,2876445,9257
1,2861570,94892699595,998,9346,9346,646,2872255,9358
