path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,58981717,29446275189777,1199,18444,18483,3361
1,57754132,23337391936026,1244,12315,12318,2772
