path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,72629039,17513346322105,1234,14500,15662,3471
1,72549390,15427658775267,1259,12995,14093,3196
