path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,49589171,14328695405900,1135,18727,18727,4240
1,49719645,13564126699204,1149,14121,14121,2852
