path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3159500,82692193217,1091,8525,8601,460,3169658
1,3162844,82062378924,1188,7794,7886,503,3158623
