path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,1432305,1879053884533,1191,9894,9894,3003
1,1598406,1431576317219,1260,10217,10217,3533
