path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,3011041,2787418547524,1325,10608,10628,2304
1,3213765,2908508701054,1193,13713,13902,4401
