path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage,sentPacketsOnLink
0,3903120,133032879183,1021,8789,9110,673,3900452,9109
1,3642267,199943634273,1035,8825,9051,653,3638435,9052
