path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage,sentPacketsOnLink
0,3408701,87907589275,1172,8659,8659,550,3409222,8658
1,3376811,96101782628,1094,7865,7865,433,3386610,7866
