path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage,sentPacketsOnLink
0,4329791,188626480019,1083,8370,8962,582,4349164,8954
1,4379549,151948940142,1180,6934,7395,530,4371656,7403
