path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3462223,134320419500,977,9295,9295,623,3477908
1,3288652,104575235222,1010,9563,9563,641,3283734
