path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3641855,120998304576,984,9220,9231,639,3652614
1,3386265,147040557347,1008,9564,9564,631,3382560
