sampleTime, isHotThroughputUtilization
+3.9555e+08ns, 1
+3.95575e+08ns, 1
+3.956e+08ns, 1
+3.95625e+08ns, 1
+3.9565e+08ns, 1
+3.95675e+08ns, 1
+3.957e+08ns, 1
+3.95725e+08ns, 1
+3.9575e+08ns, 1
+3.95775e+08ns, 0
+3.958e+08ns, 1
+3.95825e+08ns, 1
+3.9585e+08ns, 1
+3.95875e+08ns, 1
+3.959e+08ns, 1
+3.95925e+08ns, 1
+3.9595e+08ns, 1
+3.95975e+08ns, 1
+3.96e+08ns, 1
+3.96025e+08ns, 1
+3.9605e+08ns, 0
+3.96075e+08ns, 1
+3.961e+08ns, 1
+3.96125e+08ns, 1
+3.9615e+08ns, 1
+3.96175e+08ns, 1
+3.962e+08ns, 1
+3.96225e+08ns, 1
+3.9625e+08ns, 1
+3.96275e+08ns, 0
+3.963e+08ns, 1
+3.96325e+08ns, 1
+3.9635e+08ns, 1
+3.96375e+08ns, 1
+3.964e+08ns, 1
+3.96425e+08ns, 1
+3.9645e+08ns, 1
+3.96475e+08ns, 1
+3.965e+08ns, 1
+3.96525e+08ns, 1
+3.9655e+08ns, 1
+3.96575e+08ns, 1
+3.966e+08ns, 1
+3.96625e+08ns, 1
+3.9665e+08ns, 1
+3.96675e+08ns, 1
+3.967e+08ns, 1
+3.96725e+08ns, 1
+3.9675e+08ns, 1
+3.96775e+08ns, 1
+3.968e+08ns, 1
+3.96825e+08ns, 1
+3.9685e+08ns, 1
+3.96875e+08ns, 1
+3.969e+08ns, 1
+3.96925e+08ns, 1
+3.9695e+08ns, 1
+3.96975e+08ns, 1
+3.97e+08ns, 1
+3.97025e+08ns, 1
+3.9705e+08ns, 1
+3.97075e+08ns, 1
+3.971e+08ns, 1
+3.97125e+08ns, 1
+3.9715e+08ns, 1
+3.97175e+08ns, 1
+3.972e+08ns, 1
+3.97225e+08ns, 1
+3.9725e+08ns, 1
+3.97275e+08ns, 1
+3.973e+08ns, 1
+3.97325e+08ns, 1
+3.9735e+08ns, 1
+3.97375e+08ns, 1
+3.974e+08ns, 1
+3.97425e+08ns, 1
+3.9745e+08ns, 0
+3.97475e+08ns, 0
+3.975e+08ns, 0
+3.97525e+08ns, 0
+3.9755e+08ns, 0
+3.97575e+08ns, 1
+3.976e+08ns, 1
+3.97625e+08ns, 1
+3.9765e+08ns, 1
+3.97675e+08ns, 1
+3.977e+08ns, 1
+3.97725e+08ns, 1
+3.9775e+08ns, 1
+3.97775e+08ns, 1
+3.978e+08ns, 1
+3.97825e+08ns, 1
+3.9785e+08ns, 1
+3.97875e+08ns, 1
+3.979e+08ns, 1
+3.97925e+08ns, 1
+3.9795e+08ns, 1
+3.97975e+08ns, 1
+3.98e+08ns, 1
+3.98025e+08ns, 1
+3.9805e+08ns, 1
+3.98075e+08ns, 1
+3.981e+08ns, 1
+3.98125e+08ns, 1
+3.9815e+08ns, 1
+3.98175e+08ns, 1
+3.982e+08ns, 1
+3.98225e+08ns, 1
+3.9825e+08ns, 1
+3.98275e+08ns, 1
+3.983e+08ns, 1
+3.98325e+08ns, 1
+3.9835e+08ns, 1
+3.98375e+08ns, 1
+3.984e+08ns, 0
+3.98425e+08ns, 1
+3.9845e+08ns, 1
+3.98475e+08ns, 1
+3.985e+08ns, 1
+3.98525e+08ns, 1
+3.9855e+08ns, 1
+3.98575e+08ns, 1
+3.986e+08ns, 1
+3.98625e+08ns, 1
+3.9865e+08ns, 0
+3.98675e+08ns, 1
+3.987e+08ns, 1
+3.98725e+08ns, 1
+3.9875e+08ns, 1
+3.98775e+08ns, 0
+3.988e+08ns, 1
+3.98825e+08ns, 1
+3.9885e+08ns, 1
+3.98875e+08ns, 1
+3.989e+08ns, 1
+3.98925e+08ns, 1
+3.9895e+08ns, 1
+3.98975e+08ns, 1
+3.99e+08ns, 1
+3.99025e+08ns, 1
+3.9905e+08ns, 1
+3.99075e+08ns, 1
+3.991e+08ns, 1
+3.99125e+08ns, 1
+3.9915e+08ns, 1
+3.99175e+08ns, 1
+3.992e+08ns, 1
+3.99225e+08ns, 0
+3.9925e+08ns, 0
+3.99275e+08ns, 1
+3.993e+08ns, 1
+3.99325e+08ns, 1
+3.9935e+08ns, 1
+3.99375e+08ns, 1
+3.994e+08ns, 1
+3.99425e+08ns, 1
+3.9945e+08ns, 1
+3.99475e+08ns, 1
+3.995e+08ns, 1
+3.99525e+08ns, 0
+3.9955e+08ns, 1
+3.99575e+08ns, 1
+3.996e+08ns, 1
+3.99625e+08ns, 1
+3.9965e+08ns, 1
+3.99675e+08ns, 1
+3.997e+08ns, 1
+3.99725e+08ns, 1
+3.9975e+08ns, 1
+3.99775e+08ns, 1
+3.998e+08ns, 1
+3.99825e+08ns, 0
+3.9985e+08ns, 1
+3.99875e+08ns, 1
+3.999e+08ns, 1
+3.99925e+08ns, 0
+3.9995e+08ns, 1
+3.99975e+08ns, 1
+4e+08ns, 1
+4.00025e+08ns, 1
+4.0005e+08ns, 1
+4.00075e+08ns, 1
+4.001e+08ns, 1
+4.00125e+08ns, 1
+4.0015e+08ns, 1
+4.00175e+08ns, 1
+4.002e+08ns, 1
+4.00225e+08ns, 1
+4.0025e+08ns, 1
+4.00275e+08ns, 1
+4.003e+08ns, 1
+4.00325e+08ns, 1
+4.0035e+08ns, 1
+4.00375e+08ns, 1
+4.004e+08ns, 1
+4.00425e+08ns, 1
+4.0045e+08ns, 1
+4.00475e+08ns, 1
+4.005e+08ns, 1
+4.00525e+08ns, 1
+4.0055e+08ns, 1
+4.00575e+08ns, 1
+4.006e+08ns, 1
+4.00625e+08ns, 1
+4.0065e+08ns, 1
+4.00675e+08ns, 1
+4.007e+08ns, 1
+4.00725e+08ns, 1
+4.0075e+08ns, 1
+4.00775e+08ns, 1
+4.008e+08ns, 1
+4.00825e+08ns, 1
+4.0085e+08ns, 1
+4.00875e+08ns, 1
+4.009e+08ns, 1
+4.00925e+08ns, 1
+4.0095e+08ns, 1
+4.00975e+08ns, 1
+4.01e+08ns, 1
+4.01025e+08ns, 1
+4.0105e+08ns, 1
+4.01075e+08ns, 1
+4.011e+08ns, 1
+4.01125e+08ns, 1
+4.0115e+08ns, 1
+4.01175e+08ns, 1
+4.012e+08ns, 1
+4.01225e+08ns, 1
+4.0125e+08ns, 1
+4.01275e+08ns, 1
+4.013e+08ns, 1
+4.01325e+08ns, 1
+4.0135e+08ns, 1
+4.01375e+08ns, 0
+4.014e+08ns, 1
+4.01425e+08ns, 1
+4.0145e+08ns, 1
+4.01475e+08ns, 1
+4.015e+08ns, 1
+4.01525e+08ns, 1
+4.0155e+08ns, 1
+4.01575e+08ns, 1
+4.016e+08ns, 1
+4.01625e+08ns, 1
+4.0165e+08ns, 1
+4.01675e+08ns, 1
+4.017e+08ns, 1
+4.01725e+08ns, 1
+4.0175e+08ns, 1
+4.01775e+08ns, 1
+4.018e+08ns, 1
+4.01825e+08ns, 1
+4.0185e+08ns, 1
+4.01875e+08ns, 1
+4.019e+08ns, 1
+4.01925e+08ns, 1
+4.0195e+08ns, 1
+4.01975e+08ns, 1
+4.02e+08ns, 1
+4.02025e+08ns, 1
+4.0205e+08ns, 1
+4.02075e+08ns, 1
+4.021e+08ns, 1
+4.02125e+08ns, 1
+4.0215e+08ns, 1
+4.02175e+08ns, 1
+4.022e+08ns, 1
+4.02225e+08ns, 1
+4.0225e+08ns, 1
+4.02275e+08ns, 1
+4.023e+08ns, 1
+4.02325e+08ns, 1
+4.0235e+08ns, 0
+4.02375e+08ns, 1
+4.024e+08ns, 1
+4.02425e+08ns, 1
+4.0245e+08ns, 1
+4.02475e+08ns, 1
+4.025e+08ns, 1
+4.02525e+08ns, 1
+4.0255e+08ns, 1
+4.02575e+08ns, 1
+4.026e+08ns, 1
+4.02625e+08ns, 1
+4.0265e+08ns, 1
+4.02675e+08ns, 1
+4.027e+08ns, 1
+4.02725e+08ns, 1
+4.0275e+08ns, 1
+4.02775e+08ns, 1
+4.028e+08ns, 1
+4.02825e+08ns, 1
+4.0285e+08ns, 1
+4.02875e+08ns, 1
+4.029e+08ns, 1
+4.02925e+08ns, 1
+4.0295e+08ns, 1
+4.02975e+08ns, 1
+4.03e+08ns, 1
+4.03025e+08ns, 1
+4.0305e+08ns, 1
+4.03075e+08ns, 1
+4.031e+08ns, 1
+4.03125e+08ns, 1
+4.0315e+08ns, 1
+4.03175e+08ns, 1
+4.032e+08ns, 1
+4.03225e+08ns, 1
+4.0325e+08ns, 1
+4.03275e+08ns, 1
+4.033e+08ns, 1
+4.03325e+08ns, 1
+4.0335e+08ns, 1
+4.03375e+08ns, 1
+4.034e+08ns, 1
+4.03425e+08ns, 1
+4.0345e+08ns, 1
+4.03475e+08ns, 1
+4.035e+08ns, 1
+4.03525e+08ns, 1
+4.0355e+08ns, 1
+4.03575e+08ns, 0
+4.036e+08ns, 1
+4.03625e+08ns, 1
+4.0365e+08ns, 1
+4.03675e+08ns, 1
+4.037e+08ns, 0
+4.03725e+08ns, 1
+4.0375e+08ns, 1
+4.03775e+08ns, 1
+4.038e+08ns, 1
+4.03825e+08ns, 1
+4.0385e+08ns, 1
+4.03875e+08ns, 1
+4.039e+08ns, 1
+4.03925e+08ns, 1
+4.0395e+08ns, 1
+4.03975e+08ns, 1
+4.04e+08ns, 1
+4.04025e+08ns, 1
+4.0405e+08ns, 1
+4.04075e+08ns, 1
+4.041e+08ns, 1
+4.04125e+08ns, 1
+4.0415e+08ns, 0
+4.04175e+08ns, 1
+4.042e+08ns, 1
+4.04225e+08ns, 1
+4.0425e+08ns, 1
+4.04275e+08ns, 1
+4.043e+08ns, 1
+4.04325e+08ns, 1
+4.0435e+08ns, 1
+4.04375e+08ns, 1
+4.044e+08ns, 1
+4.04425e+08ns, 0
+4.0445e+08ns, 1
+4.04475e+08ns, 1
+4.045e+08ns, 1
+4.04525e+08ns, 1
+4.0455e+08ns, 1
+4.04575e+08ns, 0
+4.046e+08ns, 1
+4.04625e+08ns, 0
+4.0465e+08ns, 1
+4.04675e+08ns, 0
+4.047e+08ns, 1
+4.04725e+08ns, 1
+4.0475e+08ns, 1
+4.04775e+08ns, 1
+4.048e+08ns, 1
+4.04825e+08ns, 1
+4.0485e+08ns, 1
+4.04875e+08ns, 1
+4.049e+08ns, 1
+4.04925e+08ns, 1
+4.0495e+08ns, 1
+4.04975e+08ns, 1
+4.05e+08ns, 1
+4.05025e+08ns, 1
+4.0505e+08ns, 1
+4.05075e+08ns, 1
+4.051e+08ns, 1
+4.05125e+08ns, 1
+4.0515e+08ns, 1
+4.05175e+08ns, 1
+4.052e+08ns, 1
+4.05225e+08ns, 1
+4.0525e+08ns, 1
+4.05275e+08ns, 1
+4.053e+08ns, 1
+4.05325e+08ns, 0
+4.0535e+08ns, 0
+4.05375e+08ns, 1
+4.054e+08ns, 0
+4.05425e+08ns, 1
+4.0545e+08ns, 1
+4.05475e+08ns, 1
+4.055e+08ns, 1
+4.05525e+08ns, 1
+4.0555e+08ns, 1
+4.05575e+08ns, 1
+4.056e+08ns, 1
+4.05625e+08ns, 1
+4.0565e+08ns, 0
+4.05675e+08ns, 1
+4.057e+08ns, 1
+4.05725e+08ns, 1
+4.0575e+08ns, 1
+4.05775e+08ns, 1
+4.058e+08ns, 1
+4.05825e+08ns, 1
+4.0585e+08ns, 1
+4.05875e+08ns, 1
+4.059e+08ns, 1
+4.05925e+08ns, 1
+4.0595e+08ns, 1
+4.05975e+08ns, 1
+4.06e+08ns, 1
+4.06025e+08ns, 1
+4.0605e+08ns, 1
+4.06075e+08ns, 1
+4.061e+08ns, 1
+4.06125e+08ns, 1
+4.0615e+08ns, 1
+4.06175e+08ns, 1
+4.062e+08ns, 1
+4.06225e+08ns, 1
+4.0625e+08ns, 1
+4.06275e+08ns, 1
+4.063e+08ns, 1
+4.06325e+08ns, 1
+4.0635e+08ns, 1
+4.06375e+08ns, 1
+4.064e+08ns, 1
+4.06425e+08ns, 1
+4.0645e+08ns, 1
+4.06475e+08ns, 1
+4.065e+08ns, 1
+4.06525e+08ns, 0
+4.0655e+08ns, 1
+4.06575e+08ns, 1
+4.066e+08ns, 1
+4.06625e+08ns, 1
+4.0665e+08ns, 0
+4.06675e+08ns, 1
+4.067e+08ns, 1
+4.06725e+08ns, 0
+4.0675e+08ns, 1
+4.06775e+08ns, 1
+4.068e+08ns, 1
+4.06825e+08ns, 0
+4.0685e+08ns, 1
+4.06875e+08ns, 1
+4.069e+08ns, 1
+4.06925e+08ns, 1
+4.0695e+08ns, 1
+4.06975e+08ns, 1
+4.07e+08ns, 1
+4.07025e+08ns, 1
+4.0705e+08ns, 1
+4.07075e+08ns, 1
+4.071e+08ns, 1
+4.07125e+08ns, 1
+4.0715e+08ns, 1
+4.07175e+08ns, 1
+4.072e+08ns, 1
+4.07225e+08ns, 1
+4.0725e+08ns, 1
+4.07275e+08ns, 1
+4.073e+08ns, 1
+4.07325e+08ns, 1
+4.0735e+08ns, 1
+4.07375e+08ns, 1
+4.074e+08ns, 1
+4.07425e+08ns, 1
+4.0745e+08ns, 1
+4.07475e+08ns, 0
+4.075e+08ns, 1
+4.07525e+08ns, 1
+4.0755e+08ns, 1
+4.07575e+08ns, 1
+4.076e+08ns, 1
+4.07625e+08ns, 1
+4.0765e+08ns, 1
+4.07675e+08ns, 1
+4.077e+08ns, 1
+4.07725e+08ns, 1
+4.0775e+08ns, 1
+4.07775e+08ns, 1
+4.078e+08ns, 0
+4.07825e+08ns, 1
+4.0785e+08ns, 1
+4.07875e+08ns, 1
+4.079e+08ns, 0
+4.07925e+08ns, 1
+4.0795e+08ns, 1
+4.07975e+08ns, 1
+4.08e+08ns, 1
+4.08025e+08ns, 1
+4.0805e+08ns, 1
+4.08075e+08ns, 1
+4.081e+08ns, 1
+4.08125e+08ns, 1
+4.0815e+08ns, 1
+4.08175e+08ns, 1
+4.082e+08ns, 1
+4.08225e+08ns, 1
+4.0825e+08ns, 1
+4.08275e+08ns, 1
+4.083e+08ns, 1
+4.08325e+08ns, 0
+4.0835e+08ns, 0
+4.08375e+08ns, 1
+4.084e+08ns, 1
+4.08425e+08ns, 1
+4.0845e+08ns, 1
+4.08475e+08ns, 1
+4.085e+08ns, 1
+4.08525e+08ns, 1
+4.0855e+08ns, 1
+4.08575e+08ns, 1
+4.086e+08ns, 1
+4.08625e+08ns, 1
+4.0865e+08ns, 1
+4.08675e+08ns, 0
+4.087e+08ns, 1
+4.08725e+08ns, 1
+4.0875e+08ns, 1
+4.08775e+08ns, 1
+4.088e+08ns, 1
+4.08825e+08ns, 1
+4.0885e+08ns, 1
+4.08875e+08ns, 1
+4.089e+08ns, 1
+4.08925e+08ns, 1
+4.0895e+08ns, 1
+4.08975e+08ns, 1
+4.09e+08ns, 1
+4.09025e+08ns, 1
+4.0905e+08ns, 1
+4.09075e+08ns, 1
+4.091e+08ns, 1
+4.09125e+08ns, 1
+4.0915e+08ns, 1
+4.09175e+08ns, 1
+4.092e+08ns, 1
+4.09225e+08ns, 1
+4.0925e+08ns, 1
+4.09275e+08ns, 1
+4.093e+08ns, 1
+4.09325e+08ns, 1
+4.0935e+08ns, 1
+4.09375e+08ns, 1
+4.094e+08ns, 1
+4.09425e+08ns, 1
+4.0945e+08ns, 1
+4.09475e+08ns, 1
+4.095e+08ns, 1
+4.09525e+08ns, 1
+4.0955e+08ns, 1
+4.09575e+08ns, 1
+4.096e+08ns, 1
+4.09625e+08ns, 1
+4.0965e+08ns, 1
+4.09675e+08ns, 1
+4.097e+08ns, 1
+4.09725e+08ns, 1
+4.0975e+08ns, 1
+4.09775e+08ns, 0
+4.098e+08ns, 1
+4.09825e+08ns, 1
+4.0985e+08ns, 1
+4.09875e+08ns, 1
+4.099e+08ns, 1
+4.09925e+08ns, 1
+4.0995e+08ns, 1
+4.09975e+08ns, 1
+4.1e+08ns, 1
+4.10025e+08ns, 1
+4.1005e+08ns, 1
+4.10075e+08ns, 1
+4.101e+08ns, 1
+4.10125e+08ns, 1
+4.1015e+08ns, 1
+4.10175e+08ns, 1
+4.102e+08ns, 1
+4.10225e+08ns, 1
+4.1025e+08ns, 1
+4.10275e+08ns, 1
+4.103e+08ns, 1
+4.10325e+08ns, 1
+4.1035e+08ns, 1
+4.10375e+08ns, 1
+4.104e+08ns, 1
+4.10425e+08ns, 1
+4.1045e+08ns, 1
+4.10475e+08ns, 1
+4.105e+08ns, 1
+4.10525e+08ns, 1
+4.1055e+08ns, 1
+4.10575e+08ns, 1
+4.106e+08ns, 1
+4.10625e+08ns, 1
+4.1065e+08ns, 1
+4.10675e+08ns, 1
+4.107e+08ns, 1
+4.10725e+08ns, 1
+4.1075e+08ns, 1
+4.10775e+08ns, 1
+4.108e+08ns, 1
+4.10825e+08ns, 1
+4.1085e+08ns, 1
+4.10875e+08ns, 1
+4.109e+08ns, 1
+4.10925e+08ns, 1
+4.1095e+08ns, 1
+4.10975e+08ns, 1
+4.11e+08ns, 1
+4.11025e+08ns, 1
+4.1105e+08ns, 1
+4.11075e+08ns, 1
+4.111e+08ns, 1
+4.11125e+08ns, 1
+4.1115e+08ns, 1
+4.11175e+08ns, 1
+4.112e+08ns, 1
+4.11225e+08ns, 1
+4.1125e+08ns, 1
+4.11275e+08ns, 1
+4.113e+08ns, 1
+4.11325e+08ns, 1
+4.1135e+08ns, 1
+4.11375e+08ns, 1
+4.114e+08ns, 1
+4.11425e+08ns, 1
+4.1145e+08ns, 1
+4.11475e+08ns, 1
+4.115e+08ns, 1
+4.11525e+08ns, 1
+4.1155e+08ns, 1
+4.11575e+08ns, 1
+4.116e+08ns, 1
+4.11625e+08ns, 1
+4.1165e+08ns, 1
+4.11675e+08ns, 1
+4.117e+08ns, 1
+4.11725e+08ns, 1
+4.1175e+08ns, 1
+4.11775e+08ns, 1
+4.118e+08ns, 1
+4.11825e+08ns, 1
+4.1185e+08ns, 1
+4.11875e+08ns, 1
+4.119e+08ns, 1
+4.11925e+08ns, 1
+4.1195e+08ns, 1
+4.11975e+08ns, 1
+4.12e+08ns, 1
+4.12025e+08ns, 1
+4.1205e+08ns, 1
+4.12075e+08ns, 1
+4.121e+08ns, 1
+4.12125e+08ns, 1
+4.1215e+08ns, 1
+4.12175e+08ns, 1
+4.122e+08ns, 1
+4.12225e+08ns, 1
+4.1225e+08ns, 1
+4.12275e+08ns, 1
+4.123e+08ns, 1
+4.12325e+08ns, 1
+4.1235e+08ns, 1
+4.12375e+08ns, 1
+4.124e+08ns, 1
+4.12425e+08ns, 1
+4.1245e+08ns, 1
+4.12475e+08ns, 1
+4.125e+08ns, 1
+4.12525e+08ns, 1
+4.1255e+08ns, 1
+4.12575e+08ns, 1
+4.126e+08ns, 1
+4.12625e+08ns, 1
+4.1265e+08ns, 1
+4.12675e+08ns, 1
+4.127e+08ns, 1
+4.12725e+08ns, 1
+4.1275e+08ns, 1
+4.12775e+08ns, 1
+4.128e+08ns, 1
+4.12825e+08ns, 1
+4.1285e+08ns, 1
+4.12875e+08ns, 1
+4.129e+08ns, 1
+4.12925e+08ns, 1
+4.1295e+08ns, 1
+4.12975e+08ns, 1
+4.13e+08ns, 1
+4.13025e+08ns, 1
+4.1305e+08ns, 1
+4.13075e+08ns, 1
+4.131e+08ns, 1
+4.13125e+08ns, 1
+4.1315e+08ns, 0
+4.13175e+08ns, 1
+4.132e+08ns, 1
+4.13225e+08ns, 1
+4.1325e+08ns, 1
+4.13275e+08ns, 1
+4.133e+08ns, 1
+4.13325e+08ns, 1
+4.1335e+08ns, 1
+4.13375e+08ns, 1
+4.134e+08ns, 1
+4.13425e+08ns, 1
+4.1345e+08ns, 1
+4.13475e+08ns, 0
+4.135e+08ns, 0
+4.13525e+08ns, 0
+4.1355e+08ns, 1
+4.13575e+08ns, 1
+4.136e+08ns, 1
+4.13625e+08ns, 1
+4.1365e+08ns, 1
+4.13675e+08ns, 0
+4.137e+08ns, 1
+4.13725e+08ns, 1
+4.1375e+08ns, 1
+4.13775e+08ns, 1
+4.138e+08ns, 1
+4.13825e+08ns, 1
+4.1385e+08ns, 1
+4.13875e+08ns, 1
+4.139e+08ns, 1
+4.13925e+08ns, 1
+4.1395e+08ns, 1
+4.13975e+08ns, 1
+4.14e+08ns, 1
+4.14025e+08ns, 1
+4.1405e+08ns, 1
+4.14075e+08ns, 1
+4.141e+08ns, 1
+4.14125e+08ns, 0
+4.1415e+08ns, 1
+4.14175e+08ns, 1
+4.142e+08ns, 1
+4.14225e+08ns, 1
+4.1425e+08ns, 1
+4.14275e+08ns, 1
+4.143e+08ns, 1
+4.14325e+08ns, 0
+4.1435e+08ns, 0
+4.14375e+08ns, 0
+4.144e+08ns, 1
+4.14425e+08ns, 1
+4.1445e+08ns, 1
+4.14475e+08ns, 1
+4.145e+08ns, 0
+4.14525e+08ns, 1
+4.1455e+08ns, 0
+4.14575e+08ns, 0
+4.146e+08ns, 1
+4.14625e+08ns, 0
+4.1465e+08ns, 0
+4.14675e+08ns, 1
+4.147e+08ns, 1
+4.14725e+08ns, 1
+4.1475e+08ns, 1
+4.14775e+08ns, 1
+4.148e+08ns, 1
+4.14825e+08ns, 1
+4.1485e+08ns, 1
+4.14875e+08ns, 1
+4.149e+08ns, 1
+4.14925e+08ns, 1
+4.1495e+08ns, 1
+4.14975e+08ns, 1
+4.15e+08ns, 1
+4.15025e+08ns, 1
+4.1505e+08ns, 1
+4.15075e+08ns, 1
+4.151e+08ns, 1
+4.15125e+08ns, 0
+4.1515e+08ns, 1
+4.15175e+08ns, 1
+4.152e+08ns, 1
+4.15225e+08ns, 1
+4.1525e+08ns, 1
+4.15275e+08ns, 1
+4.153e+08ns, 1
+4.15325e+08ns, 1
+4.1535e+08ns, 1
+4.15375e+08ns, 1
+4.154e+08ns, 1
+4.15425e+08ns, 1
+4.1545e+08ns, 1
+4.15475e+08ns, 1
+4.155e+08ns, 1
+4.15525e+08ns, 1
+4.1555e+08ns, 1
+4.15575e+08ns, 1
+4.156e+08ns, 1
+4.15625e+08ns, 1
+4.1565e+08ns, 1
+4.15675e+08ns, 1
+4.157e+08ns, 1
+4.15725e+08ns, 1
+4.1575e+08ns, 1
+4.15775e+08ns, 1
+4.158e+08ns, 1
+4.15825e+08ns, 1
+4.1585e+08ns, 1
+4.15875e+08ns, 1
+4.159e+08ns, 1
+4.15925e+08ns, 1
+4.1595e+08ns, 1
+4.15975e+08ns, 1
+4.16e+08ns, 1
+4.16025e+08ns, 1
+4.1605e+08ns, 1
+4.16075e+08ns, 1
+4.161e+08ns, 1
+4.16125e+08ns, 1
+4.1615e+08ns, 1
+4.16175e+08ns, 0
+4.162e+08ns, 1
+4.16225e+08ns, 1
+4.1625e+08ns, 1
+4.16275e+08ns, 1
+4.163e+08ns, 1
+4.16325e+08ns, 1
+4.1635e+08ns, 0
+4.16375e+08ns, 1
+4.164e+08ns, 1
+4.16425e+08ns, 1
+4.1645e+08ns, 1
+4.16475e+08ns, 1
+4.165e+08ns, 1
+4.16525e+08ns, 1
+4.1655e+08ns, 1
+4.16575e+08ns, 1
+4.166e+08ns, 1
+4.16625e+08ns, 1
+4.1665e+08ns, 1
+4.16675e+08ns, 1
+4.167e+08ns, 1
+4.16725e+08ns, 1
+4.1675e+08ns, 1
+4.16775e+08ns, 1
+4.168e+08ns, 1
+4.16825e+08ns, 1
+4.1685e+08ns, 1
+4.16875e+08ns, 1
+4.169e+08ns, 1
+4.16925e+08ns, 1
+4.1695e+08ns, 1
+4.16975e+08ns, 1
+4.17e+08ns, 1
+4.17025e+08ns, 1
+4.1705e+08ns, 1
+4.17075e+08ns, 1
+4.171e+08ns, 0
+4.17125e+08ns, 1
+4.1715e+08ns, 1
+4.17175e+08ns, 1
+4.172e+08ns, 1
+4.17225e+08ns, 1
+4.1725e+08ns, 1
+4.17275e+08ns, 1
+4.173e+08ns, 1
+4.17325e+08ns, 1
+4.1735e+08ns, 1
+4.17375e+08ns, 1
+4.174e+08ns, 1
+4.17425e+08ns, 1
+4.1745e+08ns, 1
+4.17475e+08ns, 1
+4.175e+08ns, 1
+4.17525e+08ns, 1
+4.1755e+08ns, 1
+4.17575e+08ns, 1
+4.176e+08ns, 1
+4.17625e+08ns, 1
+4.1765e+08ns, 1
+4.17675e+08ns, 1
+4.177e+08ns, 1
+4.17725e+08ns, 1
+4.1775e+08ns, 1
+4.17775e+08ns, 1
+4.178e+08ns, 1
+4.17825e+08ns, 1
+4.1785e+08ns, 1
+4.17875e+08ns, 1
+4.179e+08ns, 1
+4.17925e+08ns, 1
+4.1795e+08ns, 1
+4.17975e+08ns, 1
+4.18e+08ns, 1
+4.18025e+08ns, 1
+4.1805e+08ns, 1
+4.18075e+08ns, 1
+4.181e+08ns, 1
+4.18125e+08ns, 1
+4.1815e+08ns, 1
+4.18175e+08ns, 1
+4.182e+08ns, 1
+4.18225e+08ns, 1
+4.1825e+08ns, 1
+4.18275e+08ns, 1
+4.183e+08ns, 1
+4.18325e+08ns, 1
+4.1835e+08ns, 1
+4.18375e+08ns, 1
+4.184e+08ns, 1
+4.18425e+08ns, 1
+4.1845e+08ns, 1
+4.18475e+08ns, 1
+4.185e+08ns, 1
+4.18525e+08ns, 1
+4.1855e+08ns, 1
+4.18575e+08ns, 1
+4.186e+08ns, 1
+4.18625e+08ns, 1
+4.1865e+08ns, 1
+4.18675e+08ns, 1
+4.187e+08ns, 1
+4.18725e+08ns, 1
+4.1875e+08ns, 1
+4.18775e+08ns, 1
+4.188e+08ns, 1
+4.18825e+08ns, 1
+4.1885e+08ns, 1
+4.18875e+08ns, 1
+4.189e+08ns, 1
+4.18925e+08ns, 1
+4.1895e+08ns, 1
+4.18975e+08ns, 1
+4.19e+08ns, 1
+4.19025e+08ns, 1
+4.1905e+08ns, 1
+4.19075e+08ns, 1
+4.191e+08ns, 1
+4.19125e+08ns, 1
+4.1915e+08ns, 1
+4.19175e+08ns, 1
+4.192e+08ns, 1
+4.19225e+08ns, 1
+4.1925e+08ns, 1
+4.19275e+08ns, 1
+4.193e+08ns, 1
+4.19325e+08ns, 1
+4.1935e+08ns, 1
+4.19375e+08ns, 1
+4.194e+08ns, 1
+4.19425e+08ns, 1
+4.1945e+08ns, 1
+4.19475e+08ns, 1
+4.195e+08ns, 1
+4.19525e+08ns, 1
+4.1955e+08ns, 1
+4.19575e+08ns, 1
+4.196e+08ns, 1
+4.19625e+08ns, 1
+4.1965e+08ns, 1
+4.19675e+08ns, 1
+4.197e+08ns, 1
+4.19725e+08ns, 1
+4.1975e+08ns, 1
+4.19775e+08ns, 1
+4.198e+08ns, 1
+4.19825e+08ns, 1
+4.1985e+08ns, 1
+4.19875e+08ns, 1
+4.199e+08ns, 1
+4.19925e+08ns, 1
+4.1995e+08ns, 1
+4.19975e+08ns, 1
+4.2e+08ns, 1
+4.20025e+08ns, 1
+4.2005e+08ns, 1
+4.20075e+08ns, 1
+4.201e+08ns, 1
+4.20125e+08ns, 1
+4.2015e+08ns, 0
+4.20175e+08ns, 1
+4.202e+08ns, 1
+4.20225e+08ns, 1
+4.2025e+08ns, 1
+4.20275e+08ns, 1
+4.203e+08ns, 1
+4.20325e+08ns, 1
+4.2035e+08ns, 1
+4.20375e+08ns, 1
+4.204e+08ns, 1
+4.20425e+08ns, 1
+4.2045e+08ns, 1
+4.20475e+08ns, 1
+4.205e+08ns, 0
+4.20525e+08ns, 1
+4.2055e+08ns, 1
+4.20575e+08ns, 1
+4.206e+08ns, 1
+4.20625e+08ns, 1
+4.2065e+08ns, 1
+4.20675e+08ns, 1
+4.207e+08ns, 0
+4.20725e+08ns, 1
+4.2075e+08ns, 1
+4.20775e+08ns, 1
+4.208e+08ns, 1
+4.20825e+08ns, 1
+4.2085e+08ns, 1
+4.20875e+08ns, 1
+4.209e+08ns, 1
+4.20925e+08ns, 1
+4.2095e+08ns, 1
