path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage,sentPacketsOnLink
0,4464953,121209779313,1115,8328,9111,529,4472405,9115
1,4502979,101201111910,1171,6353,7009,380,4500363,7005
