path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage,sentPacketsOnLink
0,3940927,124744478263,1092,8890,8896,512,3962984,8894
1,3766027,113852383430,1184,7625,7625,482,3749258,7627
