path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage,sentPacketsOnLink
0,3896233,170006803869,1013,8951,9153,750,3888083,9149
1,3537005,249961395487,1015,9134,9230,684,3547051,9234
