path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,2947502,97508883623,1015,9070,9070,630,2953997
1,2938037,98351675538,996,9572,9572,600,2940312
