path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage,sentPacketsOnLink
0,4142198,157700078092,1022,8011,8774,650,4137178,8780
1,4166611,177689378818,993,8629,9318,617,4178936,9312
