path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3949173,129847099344,1209,7289,7297,442,3948496
1,3726802,134926764806,1071,9258,9258,539,3734325
