path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3325657,87409612626,1168,8742,8742,549,3332586
1,3319354,87457479766,1081,7893,7893,426,3321069
