path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,63992238,66087815262094,1181,13306,13598,3040
1,66935334,63283740143077,1275,16167,16694,4504
