path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,1840025,2882802876361,1291,14023,14024,4325
1,1991507,4702901879632,1199,12888,13113,3799
