path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,61315439,10872078897170,1167,13835,13835,2544
1,60758177,9768896605357,1255,17012,17012,3827
