path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,57304276,35160754900409,1135,18674,18751,4145
1,56763159,38965246623398,1148,14072,14089,2882
