path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,2015708,976204224893,1116,20674,20674,4127
1,2473823,1284272696949,1249,11587,11587,3869
