path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,4324172,122520044205,1102,7299,7631,570,4327222
1,4324313,101476650590,1188,8325,8570,715,4331427
