path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,3817008,137534068880,1171,8666,8673,548,3824888
1,3567948,113572347882,1097,7823,7823,437,3570091
