packet_size,cdf
291,0.439565
292,0.439578
293,0.439591
294,0.442181
295,0.44222
296,0.442233
301,0.445237
303,0.445263
304,0.445289
305,0.445367
308,0.44538
309,0.448151
310,0.448177
311,0.44819
312,0.448229
313,0.448241
314,0.448254
315,0.448267
316,0.450805
317,0.450818
320,0.450831
322,0.450844
323,0.451233
324,0.453771
325,0.45381
326,0.453823
328,0.453836
329,0.453861
330,0.4539
332,0.456594
335,0.456607
336,0.45662
337,0.456633
339,0.456659
340,0.456684
341,0.459106
343,0.459145
345,0.459158
347,0.459171
349,0.462033
351,0.462045
353,0.462136
354,0.462162
356,0.462175
357,0.462188
358,0.46505
359,0.465089
362,0.465114
364,0.46514
366,0.465153
367,0.467834
371,0.467847
374,0.468054
375,0.468067
376,0.470657
378,0.470683
380,0.470696
381,0.470709
383,0.470722
384,0.470747
385,0.47076
386,0.473532
387,0.473557
388,0.473583
389,0.473596
390,0.473609
391,0.473635
393,0.473648
394,0.473674
396,0.476264
397,0.476316
398,0.476342
400,0.476367
401,0.47638
404,0.476393
405,0.476419
406,0.478802
407,0.478815
410,0.478828
414,0.478841
417,0.481405
419,0.481431
420,0.481444
422,0.481482
423,0.481508
425,0.481534
426,0.481897
427,0.481936
428,0.48437
429,0.484383
430,0.484396
431,0.484435
432,0.484461
434,0.484487
435,0.484526
436,0.484538
437,0.484564
439,0.486973
443,0.486986
445,0.487012
447,0.487038
448,0.487051
450,0.489187
451,0.4892
452,0.489213
453,0.489226
454,0.489252
455,0.489265
456,0.489278
458,0.489304
460,0.48933
461,0.489343
462,0.491428
463,0.49144
464,0.491466
465,0.491479
466,0.491492
467,0.491505
469,0.491518
470,0.491531
474,0.493797
476,0.49381
477,0.493836
478,0.493862
479,0.493875
480,0.494199
484,0.494212
487,0.496517
488,0.496543
489,0.496555
490,0.49662
491,0.496633
495,0.496659
497,0.496698
499,0.496711
500,0.499016
501,0.499029
507,0.499042
508,0.499055
511,0.499081
512,0.499094
513,0.501295
514,0.501308
515,0.50136
518,0.501373
519,0.501386
522,0.501399
523,0.50145
526,0.501476
527,0.503729
529,0.503742
530,0.503768
533,0.503781
535,0.503794
536,0.503924
537,0.50395
538,0.503988
541,0.506164
543,0.50619
544,0.506229
546,0.506242
548,0.506255
549,0.506293
552,0.506319
555,0.507938
556,0.507951
557,0.507964
559,0.507977
560,0.50799
562,0.508003
563,0.508016
564,0.508029
565,0.508067
568,0.50808
569,0.508106
570,0.510308
571,0.510321
572,0.510334
573,0.510347
574,0.510359
575,0.510372
576,0.510385
577,0.510411
578,0.510437
582,0.51045
585,0.510463
586,0.512302
589,0.512315
591,0.512328
592,0.512354
593,0.512613
594,0.512639
597,0.512677
598,0.512703
600,0.512742
601,0.514698
602,0.514749
604,0.514775
605,0.514788
607,0.514801
608,0.514814
610,0.514827
611,0.51484
612,0.514879
614,0.514892
618,0.516899
620,0.516912
622,0.516938
623,0.516977
626,0.51699
628,0.517015
629,0.517054
630,0.517067
631,0.517093
632,0.517132
633,0.517145
634,0.518919
635,0.518932
636,0.518997
638,0.519023
639,0.519048
640,0.519087
643,0.5191
644,0.519126
645,0.519139
647,0.519165
649,0.519178
650,0.519217
651,0.51923
652,0.521146
653,0.521159
654,0.521185
656,0.521198
657,0.521211
659,0.521237
661,0.521263
662,0.521276
663,0.521289
665,0.521302
666,0.521341
667,0.521366
668,0.521392
669,0.521405
670,0.523037
671,0.523063
672,0.523076
673,0.523128
674,0.52314
676,0.523166
679,0.523205
680,0.523218
681,0.523231
682,0.523244
683,0.52327
684,0.523283
686,0.523309
687,0.523335
688,0.525057
691,0.52507
692,0.525096
693,0.525109
696,0.525122
700,0.525135
704,0.525148
707,0.526572
711,0.526585
712,0.526598
713,0.526779
714,0.526805
715,0.526818
716,0.526857
717,0.526883
718,0.526909
719,0.526922
720,0.526935
721,0.526948
722,0.526961
726,0.52845
727,0.528463
729,0.528489
730,0.528502
731,0.528514
734,0.528527
736,0.52854
737,0.528553
738,0.528566
740,0.528592
741,0.528631
742,0.528657
743,0.52867
744,0.528683
745,0.528696
746,0.530107
747,0.53012
748,0.530146
750,0.530159
752,0.530185
753,0.530198
754,0.530224
755,0.530237
756,0.53025
757,0.530263
758,0.530301
759,0.530314
760,0.530353
762,0.530379
763,0.530405
765,0.530418
766,0.530431
767,0.531829
768,0.531842
769,0.531855
771,0.531881
772,0.53192
773,0.531959
776,0.53214
777,0.532153
779,0.532166
780,0.532179
781,0.532192
785,0.532205
786,0.532218
787,0.532244
788,0.533487
790,0.5335
791,0.533513
792,0.533526
793,0.533539
796,0.533552
798,0.533565
799,0.533578
800,0.533616
801,0.533642
804,0.533694
805,0.533707
806,0.53372
807,0.533733
810,0.535015
813,0.535054
815,0.53508
