path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,55768606,20866627615949,1136,18747,18771,4149
1,54644671,21209195141780,1147,14091,14091,2858
