path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage,sentPacketsOnLink
0,4377715,147587744644,1095,7025,7436,501,4389831,7441
1,4385080,122780353064,1196,8291,8675,680,4384633,8670
