path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,61874619,10616680342553,1257,12785,12785,2820
1,63023828,11623749994365,1198,17872,17875,3407
