path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,59292841,9757083378752,1209,16067,16067,3240
1,59990067,8959929093053,1225,14749,14749,2988
