path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,4504281,128018500259,1233,7648,8317,381,4506016
1,4429749,138937518100,1031,7332,7904,323,4451649
