path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,4220368,158099243390,1039,7853,8462,563,4216443
1,4136287,196847215449,1008,8777,9439,559,4153707
