path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,57626600,16663741061989,1074,14798,14798,2486
1,58774759,14881795448195,1197,18042,18042,4229
