path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,2631291,3752957452082,1371,11206,11274,2883
1,3088554,3731051602326,1219,13784,13994,4330
