path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage
0,2937504,91222680705,1018,9282,9282,618,2927997
1,2910468,98723875821,1002,9276,9276,655,2923498
