path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets
0,1578786,3783538844945,1349,8427,8495,2597
1,1828051,4807292290065,1221,9686,9952,2903
