path,sampleDelayMean,unbiasedSmapleDelayVariance,averagePacketSize,receivedPackets,sentPackets,markedPackets,timeAverage,sentPacketsOnLink
0,3777563,123376654561,1167,8699,8699,537,3773021,8700
1,3540109,109218034320,1092,7877,7877,440,3553522,7876
